"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","stage","reference","specificity","n_donors","donors_positive","donor_support","median_donor_effect"
0.161198745052487,0.426935533112415,0.126,0.089,1,"WDR59","mature","identity+migrating",0.037,NA,NA,NA,NA
0.161818036743808,0.30936492864223,0.106,0.072,1,"POLR1C","mature","identity+migrating",0.034,NA,NA,NA,NA
0.161897977294286,0.495503743823644,0.222,0.176,1,"RAB1B","mature","identity+migrating",0.046,NA,NA,NA,NA
0.162242282621029,0.711424209049413,0.101,0.07,1,"TSPOAP1-AS1","mature","identity+migrating",0.031,NA,NA,NA,NA
0.16248251918546,0.420755576658849,0.177,0.135,1,"TMEM120A","mature","identity+migrating",0.042,NA,NA,NA,NA
0.163013755434448,0.447126899427545,0.141,0.105,1,"MED12","mature","identity+migrating",0.036,NA,NA,NA,NA
0.163160195573758,0.319559531041046,0.177,0.133,1,"NIFK-AS1","mature","identity+migrating",0.044,NA,NA,NA,NA
0.164270507646714,0.346672353747441,0.343,0.294,1,"PANK2","mature","identity+migrating",0.049,NA,NA,NA,NA
0.164553475170511,0.363270317904206,0.197,0.15,1,"AL451085.2","mature","identity+migrating",0.047,NA,NA,NA,NA
0.164554830518868,0.626048258067119,0.101,0.07,1,"CLN8","mature","identity+migrating",0.031,NA,NA,NA,NA
0.164939383366035,0.381690539803848,0.136,0.098,1,"MSRB1","mature","identity+migrating",0.038,NA,NA,NA,NA
0.165047907345662,0.385305324176761,0.323,0.275,1,"SLC25A24","mature","identity+migrating",0.048,NA,NA,NA,NA
0.165393094831468,0.347803746610376,0.146,0.107,1,"GTF2E1","mature","identity+migrating",0.039,NA,NA,NA,NA
0.165705879926641,0.335483987992399,0.141,0.105,1,"CCNA1","mature","identity+migrating",0.036,NA,NA,NA,NA
0.1657501543899,0.280997366551021,0.465,0.412,1,"COIL","mature","identity+migrating",0.053,NA,NA,NA,NA
0.166159008177546,0.623638867376721,0.101,0.07,1,"TIMM8A","mature","identity+migrating",0.031,NA,NA,NA,NA
0.166163664930028,0.267286674013972,0.212,0.166,1,"MAP3K11","mature","identity+migrating",0.046,NA,NA,NA,NA
0.166382448594934,0.327564840683689,0.167,0.124,1,"ARL6","mature","identity+migrating",0.043,NA,NA,NA,NA
0.167243978351283,0.315594886871752,0.106,0.072,1,"PTPN18","mature","identity+migrating",0.034,NA,NA,NA,NA
0.167833834989498,0.278223967977084,0.247,0.196,1,"SDHAF2","mature","identity+migrating",0.051,NA,NA,NA,NA
0.1680114885245,0.331367035851649,0.182,0.133,1,"ZNF222","mature","identity+migrating",0.049,NA,NA,NA,NA
0.168574589428174,0.325901260084461,0.111,0.076,1,"TNKS1BP1","mature","identity+migrating",0.035,NA,NA,NA,NA
0.168731120191185,0.381928009157125,0.177,0.133,1,"BAHCC1","mature","identity+migrating",0.044,NA,NA,NA,NA
0.168871897189077,0.48162074019982,0.217,0.174,1,"MRPS12","mature","identity+migrating",0.043,NA,NA,NA,NA
0.169551287205037,0.592078140827245,0.101,0.07,1,"AFMID","mature","identity+migrating",0.031,NA,NA,NA,NA
0.169628904317118,0.260920131988345,0.278,0.227,1,"CWC22","mature","identity+migrating",0.051,NA,NA,NA,NA
0.169813793653809,0.442946167577382,0.172,0.129,1,"ADO","mature","identity+migrating",0.043,NA,NA,NA,NA
0.169919681967781,0.563274853649488,0.167,0.129,1,"KIF13A","mature","identity+migrating",0.038,NA,NA,NA,NA
0.169920789994748,0.485692131286747,0.126,0.092,1,"ZSCAN29","mature","identity+migrating",0.034,NA,NA,NA,NA
0.169948115717184,0.286643637789776,0.399,0.34,1,"FXYD7","mature","identity+migrating",0.059,NA,NA,NA,NA
0.170552420178309,0.696989711759319,0.162,0.126,1,"KDM4A","mature","identity+migrating",0.036,NA,NA,NA,NA
0.170644375120137,0.348693716701959,0.126,0.089,1,"CASP6","mature","identity+migrating",0.037,NA,NA,NA,NA
0.17070666783296,0.252909901954631,0.242,0.194,1,"TNPO2","mature","identity+migrating",0.048,NA,NA,NA,NA
0.171510505923171,0.39500593076249,0.146,0.105,1,"CLCN4","mature","identity+migrating",0.041,NA,NA,NA,NA
0.17170030204677,0.265284606035167,0.253,0.205,1,"SS18L1","mature","identity+migrating",0.048,NA,NA,NA,NA
0.171732785631386,0.695380533180983,0.116,0.083,1,"LDAH","mature","identity+migrating",0.033,NA,NA,NA,NA
0.172442980568415,0.290804814555855,0.439,0.375,1,"CEBPZ","mature","identity+migrating",0.064,NA,NA,NA,NA
0.17245159366875,0.333552260315931,0.116,0.081,1,"HIBADH","mature","identity+migrating",0.035,NA,NA,NA,NA
0.172599660147564,0.619674061980906,0.247,0.205,1,"CALB1","mature","identity+migrating",0.042,NA,NA,NA,NA
0.172959861791514,0.282878226529459,0.303,0.251,1,"SOD2","mature","identity+migrating",0.052,NA,NA,NA,NA
0.173032922223057,0.298467688302048,0.172,0.131,1,"ZNF519","mature","identity+migrating",0.041,NA,NA,NA,NA
0.174964739858681,0.508648807597496,0.101,0.07,1,"BICRAL","mature","identity+migrating",0.031,NA,NA,NA,NA
0.175024991732391,0.358015804837179,0.237,0.192,1,"DTWD1","mature","identity+migrating",0.045,NA,NA,NA,NA
0.175056932577039,0.335029309936775,0.167,0.126,1,"TCHP","mature","identity+migrating",0.041,NA,NA,NA,NA
0.175083878871332,0.667343330913376,0.106,0.074,1,"ZBTB24","mature","identity+migrating",0.032,NA,NA,NA,NA
0.175165168578738,0.488173821813841,0.157,0.118,1,"GEMIN5","mature","identity+migrating",0.039,NA,NA,NA,NA
0.175667942564703,0.265880181329037,0.359,0.305,1,"UBXN6","mature","identity+migrating",0.054,NA,NA,NA,NA
0.175771170993786,0.349056762440243,0.293,0.251,1,"ZNF248","mature","identity+migrating",0.042,NA,NA,NA,NA
0.175983518342988,0.324943611443681,0.283,0.233,1,"DCP2","mature","identity+migrating",0.05,NA,NA,NA,NA
0.17609736083985,0.283047065746656,0.146,0.107,1,"RFX2","mature","identity+migrating",0.039,NA,NA,NA,NA
0.176248262146763,0.335089604247924,0.268,0.22,1,"GLS","mature","identity+migrating",0.048,NA,NA,NA,NA
0.176426475835813,0.289358138406714,0.328,0.277,1,"TMEM98","mature","identity+migrating",0.051,NA,NA,NA,NA
0.176766560826377,0.276093315872373,0.505,0.46,1,"COPRS","mature","identity+migrating",0.045,NA,NA,NA,NA
0.176823733492727,0.325794632237814,0.227,0.181,1,"NUP214","mature","identity+migrating",0.046,NA,NA,NA,NA
0.177002306585052,0.312598611320592,0.177,0.133,1,"VCPKMT","mature","identity+migrating",0.044,NA,NA,NA,NA
0.177101658672947,0.312831338946749,0.222,0.174,1,"EIF2B5","mature","identity+migrating",0.048,NA,NA,NA,NA
0.177172819562518,0.261729840044832,0.263,0.209,1,"NUCB1","mature","identity+migrating",0.054,NA,NA,NA,NA
0.177962552395108,0.258935171778234,0.343,0.281,1,"BCL10","mature","identity+migrating",0.062,NA,NA,NA,NA
0.178363085938141,0.387923232460846,0.192,0.148,1,"C17orf100","mature","identity+migrating",0.044,NA,NA,NA,NA
0.178992762555669,0.38874378492655,0.253,0.205,1,"PUM3","mature","identity+migrating",0.048,NA,NA,NA,NA
0.179137682911662,0.329435271089059,0.197,0.15,1,"MRPS17","mature","identity+migrating",0.047,NA,NA,NA,NA
0.179661668482781,0.296081777069273,0.126,0.089,1,"TRABD","mature","identity+migrating",0.037,NA,NA,NA,NA
0.180156602808264,0.317765234287658,0.354,0.294,1,"BAZ2A","mature","identity+migrating",0.06,NA,NA,NA,NA
0.18081779168486,0.341889741457845,0.101,0.07,1,"PHF13","mature","identity+migrating",0.031,NA,NA,NA,NA
0.180971605513661,0.724019333109347,0.111,0.081,1,"C16orf58","mature","identity+migrating",0.03,NA,NA,NA,NA
0.181217079090123,0.336401073068027,0.146,0.109,1,"TRMT10A","mature","identity+migrating",0.037,NA,NA,NA,NA
0.181994856988342,0.434314583696425,0.146,0.109,1,"NUMB","mature","identity+migrating",0.037,NA,NA,NA,NA
0.182663402657347,0.453398188361286,0.121,0.087,1,"FAM206A","mature","identity+migrating",0.034,NA,NA,NA,NA
0.183196324344457,0.26965996303106,0.359,0.305,1,"DLG3","mature","identity+migrating",0.054,NA,NA,NA,NA
0.183881981827709,0.252888199270223,0.177,0.133,1,"TUBGCP5","mature","identity+migrating",0.044,NA,NA,NA,NA
0.184096978779549,0.515265469752389,0.121,0.087,1,"ZNF853","mature","identity+migrating",0.034,NA,NA,NA,NA
0.18458600220871,0.319360302204144,0.152,0.113,1,"LPP","mature","identity+migrating",0.039,NA,NA,NA,NA
0.184956697090595,0.587963739339529,0.157,0.12,1,"PMS2","mature","identity+migrating",0.037,NA,NA,NA,NA
0.185667846424408,0.255509377239385,0.424,0.375,1,"MLLT1","mature","identity+migrating",0.049,NA,NA,NA,NA
0.18697759306357,0.454026193916056,0.126,0.092,1,"WDR92","mature","identity+migrating",0.034,NA,NA,NA,NA
0.187761538778486,0.482368150542777,0.172,0.133,1,"RRP1","mature","identity+migrating",0.039,NA,NA,NA,NA
0.187872749684944,0.333290038859172,0.283,0.235,1,"ZNF793-AS1","mature","identity+migrating",0.048,NA,NA,NA,NA
0.187879712792615,0.255661870184062,0.369,0.307,1,"MRPS9","mature","identity+migrating",0.062,NA,NA,NA,NA
0.188900018230179,0.45549620795786,0.101,0.07,1,"RTKN","mature","identity+migrating",0.031,NA,NA,NA,NA
0.189040379848894,0.257442002242005,0.53,0.468,1,"MRAS","mature","identity+migrating",0.062,NA,NA,NA,NA
0.189281643795772,0.364345676292367,0.222,0.176,1,"C9orf85","mature","identity+migrating",0.046,NA,NA,NA,NA
0.189366837177595,0.300661841032681,0.268,0.218,1,"MGRN1","mature","identity+migrating",0.05,NA,NA,NA,NA
0.189856584405832,0.343689640343139,0.146,0.107,1,"PAXBP1-AS1","mature","identity+migrating",0.039,NA,NA,NA,NA
0.190131495042201,0.280666834128193,0.126,0.092,1,"TBK1","mature","identity+migrating",0.034,NA,NA,NA,NA
0.190471489550274,0.343374563812853,0.333,0.275,1,"KARS","mature","identity+migrating",0.058,NA,NA,NA,NA
0.190895822114885,0.400409450623001,0.116,0.083,1,"TBC1D25","mature","identity+migrating",0.033,NA,NA,NA,NA
0.190909062143502,0.276981724025392,0.141,0.105,1,"YOD1","mature","identity+migrating",0.036,NA,NA,NA,NA
0.192218279506502,0.338786014205988,0.111,0.078,1,"MPP6","mature","identity+migrating",0.033,NA,NA,NA,NA
0.19229281602797,0.682188116715003,0.101,0.072,1,"TMEM8A","mature","identity+migrating",0.029,NA,NA,NA,NA
0.19382653572172,0.338950930975705,0.308,0.255,1,"U2AF2","mature","identity+migrating",0.053,NA,NA,NA,NA
0.193958198487689,0.291932473554666,0.162,0.122,1,"STK32C","mature","identity+migrating",0.04,NA,NA,NA,NA
0.194434242037953,0.315976830186504,0.101,0.07,1,"ZBTB45","mature","identity+migrating",0.031,NA,NA,NA,NA
0.194788682056075,0.252864832054076,0.126,0.092,1,"SPRY2","mature","identity+migrating",0.034,NA,NA,NA,NA
0.195000512253168,0.314435665622566,0.222,0.174,1,"PRRC1","mature","identity+migrating",0.048,NA,NA,NA,NA
0.196344755843529,0.379698374320704,0.157,0.118,1,"AC124312.1","mature","identity+migrating",0.039,NA,NA,NA,NA
0.196595943569522,0.593179503346857,0.131,0.098,1,"ITFG2","mature","identity+migrating",0.033,NA,NA,NA,NA
0.198272537830636,0.456571557538352,0.162,0.126,1,"ZBED3","mature","identity+migrating",0.036,NA,NA,NA,NA
0.198643705757358,0.443436825997609,0.182,0.142,1,"OTULIN","mature","identity+migrating",0.04,NA,NA,NA,NA
0.199959464178797,0.280362577061214,0.136,0.1,1,"ORAOV1","mature","identity+migrating",0.036,NA,NA,NA,NA
0.200400766397415,0.582334834685645,0.111,0.081,1,"AL031963.3","mature","identity+migrating",0.03,NA,NA,NA,NA
0.200421324114927,0.370805828136229,0.141,0.107,1,"SRD5A3","mature","identity+migrating",0.034,NA,NA,NA,NA
0.200663416890468,0.380878328192948,0.141,0.105,1,"OTX2","mature","identity+migrating",0.036,NA,NA,NA,NA
0.201673765070708,0.641295375718863,0.111,0.081,1,"AGAP2","mature","identity+migrating",0.03,NA,NA,NA,NA
0.203548710076953,0.266602904285587,0.495,0.447,1,"SNAPC3","mature","identity+migrating",0.048,NA,NA,NA,NA
0.203747366757895,0.332131805391569,0.389,0.346,1,"SEPHS2","mature","identity+migrating",0.043,NA,NA,NA,NA
0.204217100431887,0.324110698019423,0.237,0.196,1,"PLEKHM2","mature","identity+migrating",0.041,NA,NA,NA,NA
0.204818071705855,0.372245307238758,0.157,0.12,1,"C21orf2","mature","identity+migrating",0.037,NA,NA,NA,NA
0.204891529337575,0.537750939284853,0.162,0.129,1,"GALT","mature","identity+migrating",0.033,NA,NA,NA,NA
0.205676843320758,0.365221732633208,0.131,0.098,1,"LYAR","mature","identity+migrating",0.033,NA,NA,NA,NA
0.205723160578801,0.388455581850208,0.136,0.102,1,"ZNF286A","mature","identity+migrating",0.034,NA,NA,NA,NA
0.205732059446006,0.528266049864518,0.106,0.076,1,"TAMM41","mature","identity+migrating",0.03,NA,NA,NA,NA
0.205941848097448,0.393107360735543,0.167,0.129,1,"PPP1R3F","mature","identity+migrating",0.038,NA,NA,NA,NA
0.2062460188803,0.303687415363488,0.258,0.209,1,"EML1","mature","identity+migrating",0.049,NA,NA,NA,NA
0.206294737059389,0.3223119807828,0.232,0.185,1,"FAM76A","mature","identity+migrating",0.047,NA,NA,NA,NA
0.206397902576704,0.287953677661467,0.242,0.196,1,"HDAC3","mature","identity+migrating",0.046,NA,NA,NA,NA
0.206408384233848,0.293361356530382,0.369,0.32,1,"EXOG","mature","identity+migrating",0.049,NA,NA,NA,NA
0.206874625067047,0.32965302840973,0.192,0.153,1,"TDRD3","mature","identity+migrating",0.039,NA,NA,NA,NA
0.206978058774273,0.288093652716574,0.141,0.105,1,"SFT2D2","mature","identity+migrating",0.036,NA,NA,NA,NA
0.207010193533075,0.415925773455124,0.157,0.12,1,"CITED4","mature","identity+migrating",0.037,NA,NA,NA,NA
0.207441603222324,0.529771724585367,0.162,0.126,1,"FUCA1","mature","identity+migrating",0.036,NA,NA,NA,NA
0.207576726269555,0.463498192590191,0.162,0.126,1,"LPCAT4","mature","identity+migrating",0.036,NA,NA,NA,NA
0.2078010697509,0.574988168603936,0.111,0.081,1,"COG8","mature","identity+migrating",0.03,NA,NA,NA,NA
0.20797690127224,0.296225850463701,0.253,0.207,1,"GLCCI1","mature","identity+migrating",0.046,NA,NA,NA,NA
0.208397405418637,0.342559858487525,0.283,0.24,1,"CSE1L","mature","identity+migrating",0.043,NA,NA,NA,NA
0.208421349324897,0.454177249552815,0.146,0.111,1,"RAB11FIP3","mature","identity+migrating",0.035,NA,NA,NA,NA
0.208465976837302,0.392408343872647,0.288,0.242,1,"ADAM17","mature","identity+migrating",0.046,NA,NA,NA,NA
0.208972003620299,0.501295911236421,0.101,0.072,1,"ZNF154","mature","identity+migrating",0.029,NA,NA,NA,NA
0.209917153917015,0.485175388276332,0.172,0.135,1,"HCCS","mature","identity+migrating",0.037,NA,NA,NA,NA
0.210420985290247,0.422332118769151,0.111,0.081,1,"DOCK3","mature","identity+migrating",0.03,NA,NA,NA,NA
0.21048769133631,0.297274585418845,0.197,0.153,1,"FRS2","mature","identity+migrating",0.044,NA,NA,NA,NA
0.21138879247611,0.303681565473132,0.237,0.196,1,"EPB41L4A","mature","identity+migrating",0.041,NA,NA,NA,NA
0.211510907278508,0.401022468268442,0.177,0.137,1,"XPO6","mature","identity+migrating",0.04,NA,NA,NA,NA
0.211917610641464,0.299743651816384,0.359,0.314,1,"RHOQ","mature","identity+migrating",0.045,NA,NA,NA,NA
0.212167144887426,0.283994708091672,0.389,0.338,1,"CHGA","mature","identity+migrating",0.051,NA,NA,NA,NA
0.212399742514802,0.36679317418644,0.343,0.298,1,"DARS","mature","identity+migrating",0.045,NA,NA,NA,NA
0.21277813683358,0.35652808682419,0.232,0.187,1,"FAHD2A","mature","identity+migrating",0.045,NA,NA,NA,NA
0.213400500005609,0.270263999476909,0.131,0.096,1,"SOCS5","mature","identity+migrating",0.035,NA,NA,NA,NA
0.215732349099059,0.581441464150608,0.111,0.081,1,"ZSCAN12","mature","identity+migrating",0.03,NA,NA,NA,NA
0.215875905940607,0.496139390500784,0.126,0.094,1,"AC106707.1","mature","identity+migrating",0.032,NA,NA,NA,NA
0.217389529659904,0.464763316068046,0.157,0.122,1,"DRG2","mature","identity+migrating",0.035,NA,NA,NA,NA
0.21867292529882,0.286190190121474,0.288,0.24,1,"PBX2","mature","identity+migrating",0.048,NA,NA,NA,NA
0.218774096436983,0.35287225198242,0.167,0.131,1,"NOC4L","mature","identity+migrating",0.036,NA,NA,NA,NA
0.218855168282195,0.250277590870754,0.242,0.198,1,"MIIP","mature","identity+migrating",0.044,NA,NA,NA,NA
0.219513479246715,0.325341934910127,0.141,0.107,1,"VLDLR","mature","identity+migrating",0.034,NA,NA,NA,NA
0.221107946040017,0.272777195935399,0.298,0.251,1,"NUDT4","mature","identity+migrating",0.047,NA,NA,NA,NA
0.221388473533372,0.390126936311738,0.116,0.085,1,"SNHG10","mature","identity+migrating",0.031,NA,NA,NA,NA
0.221564537783216,0.398060230771403,0.192,0.157,1,"BTBD2","mature","identity+migrating",0.035,NA,NA,NA,NA
0.221866353877395,0.290354384099081,0.333,0.285,1,"CD276","mature","identity+migrating",0.048,NA,NA,NA,NA
0.222184975090715,0.409810368429633,0.187,0.153,1,"ELAC1","mature","identity+migrating",0.034,NA,NA,NA,NA
0.222743554750911,0.325461917606985,0.202,0.163,1,"PXYLP1","mature","identity+migrating",0.039,NA,NA,NA,NA
0.222793062415766,0.254999904493558,0.273,0.227,1,"FAM214A","mature","identity+migrating",0.046,NA,NA,NA,NA
0.222985671804817,0.410768843161871,0.207,0.168,1,"PTPN5","mature","identity+migrating",0.039,NA,NA,NA,NA
0.223051536870318,0.285824155673335,0.101,0.072,1,"PAXIP1","mature","identity+migrating",0.029,NA,NA,NA,NA
0.223402475184564,0.282588454994129,0.258,0.211,1,"CLPX","mature","identity+migrating",0.047,NA,NA,NA,NA
0.223670241461444,0.312528160307962,0.106,0.076,1,"ZNF584","mature","identity+migrating",0.03,NA,NA,NA,NA
0.223986979342348,0.354076115881943,0.273,0.229,1,"ELP5","mature","identity+migrating",0.044,NA,NA,NA,NA
0.224437336391119,0.408179818554723,0.136,0.102,1,"PRKD3","mature","identity+migrating",0.034,NA,NA,NA,NA
0.225405979644044,0.539965831688221,0.126,0.096,1,"HSPA12A","mature","identity+migrating",0.03,NA,NA,NA,NA
0.225409949381216,0.35249632260588,0.222,0.183,1,"GPN1","mature","identity+migrating",0.039,NA,NA,NA,NA
0.225583659023036,0.356731268392439,0.101,0.072,1,"HARS2","mature","identity+migrating",0.029,NA,NA,NA,NA
0.225969376518941,0.269389132499899,0.258,0.203,1,"GPC1","mature","identity+migrating",0.055,NA,NA,NA,NA
0.226343026139746,0.483619578109971,0.172,0.137,1,"AEBP2","mature","identity+migrating",0.035,NA,NA,NA,NA
0.227396976978404,0.325059346394973,0.303,0.259,1,"DCAF13","mature","identity+migrating",0.044,NA,NA,NA,NA
0.227770329505975,0.441731849214587,0.101,0.072,1,"DNAJC28","mature","identity+migrating",0.029,NA,NA,NA,NA
0.227958232130424,0.319238897280107,0.187,0.146,1,"C6orf47","mature","identity+migrating",0.041,NA,NA,NA,NA
0.228512884225398,0.279642755668035,0.273,0.222,1,"ACTR8","mature","identity+migrating",0.051,NA,NA,NA,NA
0.228540864297075,0.402802566026442,0.157,0.12,1,"AHCY","mature","identity+migrating",0.037,NA,NA,NA,NA
0.228832912000249,0.34668501812741,0.227,0.183,1,"HERC4","mature","identity+migrating",0.044,NA,NA,NA,NA
0.229091271147231,0.349506439357098,0.177,0.139,1,"BRPF3","mature","identity+migrating",0.038,NA,NA,NA,NA
0.22926817606723,0.40034320590989,0.187,0.148,1,"AL035071.1","mature","identity+migrating",0.039,NA,NA,NA,NA
0.231258019391574,0.447747815021087,0.126,0.096,1,"NXPE3","mature","identity+migrating",0.03,NA,NA,NA,NA
0.233648611309001,0.292329031566051,0.404,0.362,1,"MFSD10","mature","identity+migrating",0.042,NA,NA,NA,NA
0.234063464757384,0.320899560059525,0.217,0.176,1,"EXOSC9","mature","identity+migrating",0.041,NA,NA,NA,NA
0.234281652260751,0.310315129931391,0.227,0.185,1,"CHMP1A","mature","identity+migrating",0.042,NA,NA,NA,NA
0.235246863290277,0.354175332606783,0.187,0.146,1,"ZNF213-AS1","mature","identity+migrating",0.041,NA,NA,NA,NA
0.235948602624466,0.352577873016406,0.152,0.118,1,"PELI2","mature","identity+migrating",0.034,NA,NA,NA,NA
0.236803953002179,0.313826255142226,0.141,0.109,1,"GALC","mature","identity+migrating",0.032,NA,NA,NA,NA
0.23687735080997,0.359148229200765,0.313,0.268,1,"AP3M1","mature","identity+migrating",0.045,NA,NA,NA,NA
0.237581653541396,0.358468649000548,0.313,0.275,1,"AFG3L2","mature","identity+migrating",0.038,NA,NA,NA,NA
0.238069100795503,0.424081402637129,0.106,0.076,1,"BRPF1","mature","identity+migrating",0.03,NA,NA,NA,NA
0.239556735466385,0.272051973072946,0.141,0.107,1,"PDE12","mature","identity+migrating",0.034,NA,NA,NA,NA
0.241587972540146,0.404780673794035,0.126,0.096,1,"PCCB","mature","identity+migrating",0.03,NA,NA,NA,NA
0.242450800748023,0.32399343920476,0.232,0.19,1,"HGS","mature","identity+migrating",0.042,NA,NA,NA,NA
0.243519308600033,0.408159638087241,0.167,0.131,1,"ZNF26","mature","identity+migrating",0.036,NA,NA,NA,NA
0.243811707384123,0.340403053067952,0.212,0.176,1,"ARMC9","mature","identity+migrating",0.036,NA,NA,NA,NA
0.244014665921666,0.387125251007085,0.197,0.161,1,"ISOC1","mature","identity+migrating",0.036,NA,NA,NA,NA
0.244117252902689,0.534409862736922,0.167,0.131,1,"DEDD2","mature","identity+migrating",0.036,NA,NA,NA,NA
0.245240752377501,0.402368526402269,0.157,0.124,1,"PSMC3IP","mature","identity+migrating",0.033,NA,NA,NA,NA
0.245523471612517,0.345665498725631,0.217,0.179,1,"NME5","mature","identity+migrating",0.038,NA,NA,NA,NA
0.245917930898007,0.411062610713052,0.162,0.129,1,"HADH","mature","identity+migrating",0.033,NA,NA,NA,NA
0.246069975065443,0.420003475358404,0.232,0.19,1,"IARS","mature","identity+migrating",0.042,NA,NA,NA,NA
0.246256009278357,0.267095260237981,0.227,0.187,1,"PAF1","mature","identity+migrating",0.04,NA,NA,NA,NA
0.24677761795406,0.400914848084726,0.157,0.122,1,"MBD6","mature","identity+migrating",0.035,NA,NA,NA,NA
0.247160055472406,0.63199291099043,0.126,0.098,1,"RABL2A","mature","identity+migrating",0.028,NA,NA,NA,NA
0.248747453651299,0.307920748455101,0.273,0.227,1,"ERICH1","mature","identity+migrating",0.046,NA,NA,NA,NA
0.249100484376375,0.451611255301302,0.207,0.172,1,"SRD5A1","mature","identity+migrating",0.035,NA,NA,NA,NA
0.250295633528774,0.414658694427652,0.136,0.105,1,"GALNS","mature","identity+migrating",0.031,NA,NA,NA,NA
0.251084215294592,0.406300243220103,0.121,0.092,1,"ELP1","mature","identity+migrating",0.029,NA,NA,NA,NA
0.251222841783263,0.291118199896411,0.258,0.216,1,"OSTM1","mature","identity+migrating",0.042,NA,NA,NA,NA
0.251661550219487,0.271369933219592,0.283,0.242,1,"ZFPL1","mature","identity+migrating",0.041,NA,NA,NA,NA
0.252578195531079,0.604477740623809,0.101,0.074,1,"SZT2","mature","identity+migrating",0.027,NA,NA,NA,NA
0.253286039741717,0.335759163433514,0.318,0.283,1,"KPNA5","mature","identity+migrating",0.035,NA,NA,NA,NA
0.253319979607404,0.339103247486567,0.152,0.118,1,"BMT2","mature","identity+migrating",0.034,NA,NA,NA,NA
0.253479592411907,0.296385185348351,0.192,0.155,1,"DHRS7B","mature","identity+migrating",0.037,NA,NA,NA,NA
0.253616591877344,0.406453068640996,0.177,0.144,1,"EIF2B3","mature","identity+migrating",0.033,NA,NA,NA,NA
0.253659992344313,0.387890325332344,0.202,0.166,1,"TBC1D12","mature","identity+migrating",0.036,NA,NA,NA,NA
0.253801082550064,0.330124344559442,0.197,0.161,1,"VPS26C","mature","identity+migrating",0.036,NA,NA,NA,NA
0.254059559260624,0.267589772314277,0.54,0.488,1,"TMED10","mature","identity+migrating",0.052,NA,NA,NA,NA
0.254841757072721,0.272635634312602,0.333,0.288,1,"INO80D","mature","identity+migrating",0.045,NA,NA,NA,NA
0.255299481285248,0.313333181831815,0.111,0.083,1,"EPHB6","mature","identity+migrating",0.028,NA,NA,NA,NA
0.255767784668865,0.311877333883793,0.162,0.129,1,"E2F4","mature","identity+migrating",0.033,NA,NA,NA,NA
0.256531157818869,0.298856772776048,0.131,0.1,1,"TTI2","mature","identity+migrating",0.031,NA,NA,NA,NA
0.257237240678181,0.270712107537894,0.207,0.168,1,"SEC23B","mature","identity+migrating",0.039,NA,NA,NA,NA
0.257365038803954,0.379658671444709,0.111,0.083,1,"DOLK","mature","identity+migrating",0.028,NA,NA,NA,NA
0.258124911827742,0.388327766430232,0.141,0.111,1,"ZKSCAN8","mature","identity+migrating",0.03,NA,NA,NA,NA
0.259142972719972,0.254356225838857,0.273,0.231,1,"MRPL48","mature","identity+migrating",0.042,NA,NA,NA,NA
0.259989706826676,0.274861912505714,0.253,0.211,1,"C1orf174","mature","identity+migrating",0.042,NA,NA,NA,NA
0.260031389821624,0.264334726610086,0.187,0.146,1,"ZNF160","mature","identity+migrating",0.041,NA,NA,NA,NA
0.260302949641305,0.303262552077378,0.49,0.449,1,"ANKRD17","mature","identity+migrating",0.041,NA,NA,NA,NA
0.260731000217261,0.294087949989496,0.369,0.331,1,"BFAR","mature","identity+migrating",0.038,NA,NA,NA,NA
0.26077818098822,0.373559416066506,0.242,0.203,1,"ANKRD13A","mature","identity+migrating",0.039,NA,NA,NA,NA
0.262057458196801,0.292654773840896,0.116,0.087,1,"ENKUR","mature","identity+migrating",0.029,NA,NA,NA,NA
0.263205638156068,0.400884317922616,0.293,0.251,1,"TMEM242","mature","identity+migrating",0.042,NA,NA,NA,NA
0.263687776181924,0.517848637100546,0.157,0.124,1,"RASA4","mature","identity+migrating",0.033,NA,NA,NA,NA
0.263999903788631,0.280376181296093,0.146,0.113,1,"TCF7","mature","identity+migrating",0.033,NA,NA,NA,NA
0.265881548685619,0.256644896567808,0.131,0.098,1,"SLC12A6","mature","identity+migrating",0.033,NA,NA,NA,NA
0.266630644038611,0.36178361716227,0.202,0.17,1,"DENND2A","mature","identity+migrating",0.032,NA,NA,NA,NA
0.26806012479952,0.333337743246604,0.111,0.083,1,"GSTZ1","mature","identity+migrating",0.028,NA,NA,NA,NA
0.268461149162621,0.253727977741292,0.162,0.129,1,"DROSHA","mature","identity+migrating",0.033,NA,NA,NA,NA
0.270509852832233,0.369407397688242,0.141,0.111,1,"FUT9","mature","identity+migrating",0.03,NA,NA,NA,NA
0.270900779372356,0.518014269044457,0.222,0.185,1,"SMYD3","mature","identity+migrating",0.037,NA,NA,NA,NA
0.271255086231825,0.350245003868822,0.111,0.085,1,"GABRA3","mature","identity+migrating",0.026,NA,NA,NA,NA
0.271460319847934,0.281073679547335,0.167,0.135,1,"ATP13A3","mature","identity+migrating",0.032,NA,NA,NA,NA
0.271609258493497,0.442233044369123,0.182,0.146,1,"ZNF624","mature","identity+migrating",0.036,NA,NA,NA,NA
0.272259175031775,0.342042139376814,0.167,0.135,1,"ARFRP1","mature","identity+migrating",0.032,NA,NA,NA,NA
0.273142135689148,0.277435988503244,0.172,0.137,1,"XPO7","mature","identity+migrating",0.035,NA,NA,NA,NA
